Player,Matches Played,Avg Runs per Match,Strike Rate,Batting Position,Opponent Team,Venue,Previous Match Runs,Form (Last 5 Innings Avg.),Predicted Runs
Will Jacks,256,27.46,165.11,4,SRH,Wankhede,16,85.18,69
Kane Williamson,165,50.8,125.01,3,RR,Chinnaswamy,49,43.41,50
David Miller,150,41.98,155.71,2,RR,Wankhede,34,14.95,33
Devdutt Padikkal,248,41.97,105.54,2,LSG,Eden Gardens,58,30.68,32
Deepak Hooda,243,44.86,124.86,6,RCB,Eden Gardens,16,33.31,41
Manish Pandey,139,51.43,173.96,6,DC,Eden Gardens,6,81.38,57
Rohit Sharma,144,44.72,122.49,1,RR,Narendra Modi,53,65.67,64
Travis Head,71,49.9,134.88,7,SRH,DY Patil,49,43.68,59
Manish Pandey,62,46.77,177.73,2,SRH,Narendra Modi,47,16.62,24
Riyan Parag,224,41.57,155.74,1,KKR,Wankhede,46,82.56,52
Jonny Bairstow,54,36.37,147.46,5,RR,Wankhede,68,19.0,33
Kyle Mayers,288,30.4,177.54,3,RR,Chinnaswamy,21,53.14,50
Glenn Maxwell,65,33.52,176.98,6,RR,Arun Jaitley,27,36.41,25
Krunal Pandya,83,30.37,136.33,3,GT,Narendra Modi,20,18.83,17
Rahmanullah Gurbaz,32,35.86,168.2,5,KKR,Wankhede,105,31.3,45
Kyle Mayers,163,27.1,121.34,6,LSG,DY Patil,2,52.32,34
Harry Brook,219,29.64,139.52,2,DC,Eden Gardens,18,77.47,66
Ishan Kishan,34,35.68,140.1,4,MI,M. A. Chidambaram,56,11.11,22
Tim David,273,53.83,112.41,5,GT,Narendra Modi,82,33.53,59
Dinesh Karthik,23,36.68,129.95,3,RR,Arun Jaitley,111,38.62,44
Jos Buttler,230,26.53,163.59,6,KKR,Wankhede,110,18.96,36
Manish Pandey,176,44.77,104.89,5,MI,Eden Gardens,69,27.36,41
Axar Patel,98,33.85,144.59,6,RCB,Arun Jaitley,99,17.7,27
Devon Conway,45,24.48,114.2,3,CSK,DY Patil,18,28.28,36
Shivam Dube,157,44.63,104.63,2,RR,M. A. Chidambaram,14,71.78,50
Josh Inglis,263,34.26,132.94,5,MI,M. A. Chidambaram,16,14.01,14
Pat Cummins,89,30.24,168.11,6,DC,Eden Gardens,115,11.02,34
Faf du Plessis,131,30.81,175.02,4,GT,M. A. Chidambaram,48,12.88,15
David Miller,22,36.01,111.62,4,DC,Wankhede,28,48.01,54
Axar Patel,196,32.85,108.52,1,RR,Eden Gardens,98,65.14,46
Sai Sudharsan,55,28.85,153.28,4,GT,Eden Gardens,120,87.46,52
Shreyas Iyer,77,38.51,139.66,7,RR,Narendra Modi,71,47.68,49
Rinku Singh,184,35.11,132.94,5,KKR,Eden Gardens,60,58.95,54
Jason Roy,222,42.5,179.36,3,KKR,Chinnaswamy,113,58.99,48
Jitesh Sharma,143,24.61,107.24,1,MI,M. A. Chidambaram,16,44.72,48
Tilak Varma,155,23.7,116.39,2,CSK,M. A. Chidambaram,106,10.49,25
Mayank Agarwal,136,30.22,156.38,6,SRH,Chinnaswamy,94,68.44,46
Noor Ahmad,293,38.98,108.81,1,CSK,M. A. Chidambaram,18,77.33,66
Andre Russell,204,50.08,103.95,4,SRH,Narendra Modi,10,67.0,66
Sam Curran,108,23.78,156.14,7,KKR,M. A. Chidambaram,114,52.37,48
Ajinkya Rahane,267,42.39,146.2,5,MI,M. A. Chidambaram,20,44.07,40
Liam Livingstone,176,50.97,164.7,4,LSG,Narendra Modi,7,56.21,48
Quinton de Kock,118,33.74,113.26,5,PBKS,Arun Jaitley,6,42.79,37
MS Dhoni,97,31.47,176.57,6,LSG,Arun Jaitley,6,82.41,63
Abhishek Sharma,214,38.85,145.51,5,CSK,Eden Gardens,42,13.46,24
Shivam Dube,222,47.1,158.38,4,PBKS,M. A. Chidambaram,116,69.57,71
Harry Brook,114,36.69,126.57,7,RCB,Narendra Modi,15,77.02,67
Rahul Tripathi,100,45.57,144.88,4,GT,Chinnaswamy,89,71.73,71
Sam Curran,221,47.41,156.12,3,PBKS,Eden Gardens,6,11.28,41
Sanju Samson,194,44.25,113.7,1,RCB,DY Patil,57,79.06,77
Dawid Malan,79,23.05,127.26,1,SRH,Narendra Modi,29,17.48,11
Devon Conway,131,31.33,100.96,6,GT,Wankhede,26,29.68,27
Krunal Pandya,216,43.38,131.5,1,DC,Narendra Modi,47,29.57,32
Jos Buttler,267,38.13,161.77,7,KKR,Narendra Modi,102,42.35,39
Shubman Gill,24,53.27,156.37,4,SRH,DY Patil,26,17.64,35
David Miller,241,24.98,124.28,3,SRH,Wankhede,49,27.04,29
Noor Ahmad,272,24.87,171.68,6,PBKS,Wankhede,0,83.18,48
Rohit Sharma,234,31.44,101.21,6,RR,Arun Jaitley,17,83.59,68
MS Dhoni,49,28.34,127.38,7,DC,DY Patil,19,76.81,67
Moeen Ali,161,44.0,119.81,1,LSG,Chinnaswamy,92,14.51,34
Liam Livingstone,225,31.16,174.95,4,RCB,Chinnaswamy,80,31.31,24
MS Dhoni,12,34.79,151.12,2,RR,Eden Gardens,8,46.4,52
David Miller,288,43.41,148.67,6,RR,Narendra Modi,9,81.76,68
MS Dhoni,295,32.82,103.54,5,GT,DY Patil,75,26.74,40
Tilak Varma,24,26.26,152.74,6,CSK,DY Patil,80,57.37,54
Faf du Plessis,270,51.56,118.67,2,GT,M. A. Chidambaram,56,61.29,55
Chetan Sakariya,239,26.07,136.4,4,KKR,Chinnaswamy,54,39.5,36
Noor Ahmad,300,20.65,173.8,4,KKR,M. A. Chidambaram,44,19.66,20
Dawid Malan,222,37.98,125.06,1,RR,M. A. Chidambaram,75,81.54,65
Devdutt Padikkal,14,35.18,145.76,4,RCB,DY Patil,8,89.09,69
Heinrich Klaasen,126,31.88,151.22,1,MI,Eden Gardens,59,45.85,33
Nitish Rana,91,40.44,164.35,6,CSK,Narendra Modi,89,37.66,29
Manish Pandey,242,43.7,144.76,5,RR,DY Patil,58,59.31,65
Heinrich Klaasen,260,36.92,173.53,2,PBKS,Wankhede,74,62.85,42
Washington Sundar,153,37.62,118.34,3,RCB,Narendra Modi,33,44.49,51
Tim David,260,38.26,167.11,5,RR,M. A. Chidambaram,68,70.39,68
Sam Curran,184,41.74,136.97,4,RCB,Narendra Modi,73,84.84,68
Marcus Stoinis,197,36.17,155.17,5,RCB,Eden Gardens,51,16.45,28
MS Dhoni,291,53.42,150.18,6,SRH,Wankhede,112,24.84,50
Moeen Ali,183,47.17,154.32,3,MI,DY Patil,67,59.71,52
Ravindra Jadeja,97,54.47,172.3,5,PBKS,Narendra Modi,94,13.03,35
Abhishek Sharma,250,22.27,119.48,7,GT,M. A. Chidambaram,81,43.97,45
Ruturaj Gaikwad,151,45.06,157.83,5,GT,Wankhede,51,71.85,48
Tim David,14,51.12,143.71,3,CSK,Narendra Modi,34,27.75,37
Venkatesh Iyer,242,48.51,117.89,1,GT,Wankhede,70,12.15,45
Suryakumar Yadav,285,34.81,165.0,1,CSK,Arun Jaitley,120,26.82,42
Heinrich Klaasen,12,21.58,154.17,1,PBKS,Narendra Modi,63,39.27,44
Rinku Singh,103,53.65,127.75,4,RCB,Arun Jaitley,7,51.47,59
Jos Buttler,61,24.66,149.53,2,PBKS,Narendra Modi,91,73.93,56
Manish Pandey,240,42.28,137.3,3,SRH,M. A. Chidambaram,33,27.48,50
Manish Pandey,180,23.31,172.43,7,LSG,DY Patil,15,19.67,31
Shikhar Dhawan,157,54.0,141.62,7,KKR,Narendra Modi,20,27.53,47
Jitesh Sharma,88,52.75,168.59,6,PBKS,Eden Gardens,61,35.08,49
Manish Pandey,85,43.07,169.95,1,DC,DY Patil,83,26.1,44
MS Dhoni,59,44.26,171.43,4,KKR,M. A. Chidambaram,19,75.0,61
Tilak Varma,108,32.98,149.39,1,MI,Wankhede,6,63.44,42
Jason Roy,247,48.44,103.23,1,GT,Eden Gardens,32,71.54,70
Yashasvi Jaiswal,259,46.71,114.99,1,DC,Wankhede,114,62.22,60
Kane Williamson,89,20.12,149.78,4,MI,Narendra Modi,53,62.41,50
Hardik Pandya,296,51.46,106.62,4,RCB,Chinnaswamy,44,11.72,41
KS Bharat,86,46.11,170.74,7,SRH,Arun Jaitley,93,16.23,39
Manish Pandey,157,41.87,150.74,3,CSK,Arun Jaitley,80,15.8,34
Devon Conway,236,39.66,122.39,5,GT,Wankhede,9,80.36,73
Jitesh Sharma,44,42.51,111.97,3,MI,DY Patil,76,50.2,48
Liam Livingstone,196,50.3,151.97,6,CSK,M. A. Chidambaram,30,34.85,54
Moeen Ali,190,35.63,179.04,4,PBKS,Narendra Modi,73,17.19,20
MS Dhoni,25,20.29,113.07,6,RR,M. A. Chidambaram,88,45.98,44
Sanju Samson,45,51.69,124.44,5,RR,Arun Jaitley,18,54.96,45
Mayank Agarwal,123,26.86,159.34,4,GT,Narendra Modi,19,65.17,61
Krunal Pandya,234,49.85,108.89,2,KKR,Arun Jaitley,111,67.08,65
Rilee Rossouw,274,41.07,160.18,1,KKR,Chinnaswamy,88,46.98,54
Ajinkya Rahane,11,25.04,154.95,7,RR,Wankhede,119,33.15,42
Ravindra Jadeja,107,37.53,169.23,3,GT,Chinnaswamy,95,10.74,21
Mayank Agarwal,290,34.81,151.72,6,SRH,M. A. Chidambaram,19,54.0,52
Kyle Mayers,224,49.61,128.14,5,KKR,Chinnaswamy,47,11.78,31
Sai Sudharsan,113,42.96,132.47,7,DC,M. A. Chidambaram,59,50.87,53
Shimron Hetmyer,64,25.67,143.25,6,LSG,Narendra Modi,106,13.89,35
Yashasvi Jaiswal,53,21.41,122.64,7,RR,Wankhede,13,31.8,31
Sam Curran,242,44.61,144.89,7,LSG,M. A. Chidambaram,120,47.7,56
Glenn Maxwell,203,23.91,110.8,2,MI,Chinnaswamy,117,25.14,32
Suyash Sharma,277,54.19,116.3,2,RCB,DY Patil,36,16.76,28
Axar Patel,291,38.6,143.51,6,MI,Chinnaswamy,34,55.28,50
Tim David,279,42.69,147.26,5,RR,Eden Gardens,93,80.23,75
Suyash Sharma,172,39.7,169.8,3,KKR,Arun Jaitley,21,67.78,69
Virat Kohli,277,33.43,139.97,5,MI,Arun Jaitley,85,52.3,47
Will Jacks,41,49.61,140.71,6,LSG,M. A. Chidambaram,36,54.81,67
Dinesh Karthik,192,45.28,104.73,1,RR,Wankhede,22,30.29,41
Ishan Kishan,140,35.74,155.44,3,RR,M. A. Chidambaram,37,77.94,60
Cameron Green,296,22.05,126.95,1,MI,Eden Gardens,44,89.16,55
Shimron Hetmyer,122,39.8,156.38,2,RR,Chinnaswamy,61,35.99,45
Noor Ahmad,271,51.65,103.84,3,SRH,M. A. Chidambaram,19,52.04,55
Shimron Hetmyer,94,31.56,112.95,1,SRH,M. A. Chidambaram,4,87.43,57
Kane Williamson,22,48.11,160.24,7,RR,Arun Jaitley,44,18.72,37
David Warner,152,26.67,119.12,3,DC,Chinnaswamy,18,17.69,24
Shahrukh Khan,62,35.72,113.61,6,LSG,Chinnaswamy,12,33.7,35
Mayank Agarwal,48,47.24,144.56,1,LSG,DY Patil,75,34.41,36
Sam Curran,155,46.37,179.52,6,MI,Narendra Modi,56,21.85,31
Rohit Sharma,14,20.44,156.11,7,DC,M. A. Chidambaram,109,64.15,47
Washington Sundar,155,40.16,110.56,5,DC,Chinnaswamy,120,48.37,40
Rahmanullah Gurbaz,112,24.8,153.64,6,DC,M. A. Chidambaram,119,14.91,11
Sanju Samson,253,46.4,154.25,1,RR,Arun Jaitley,11,65.66,47
Jitesh Sharma,131,20.22,120.99,2,MI,DY Patil,25,50.73,31
Jonny Bairstow,236,23.05,130.42,1,GT,Narendra Modi,105,19.31,15
Jitesh Sharma,260,29.73,143.09,3,GT,DY Patil,21,29.67,44
Ajinkya Rahane,96,41.9,143.36,2,SRH,Narendra Modi,15,36.08,51
Deepak Hooda,242,29.27,139.14,7,RR,Narendra Modi,24,12.23,11
Dawid Malan,258,25.39,151.61,3,RCB,Chinnaswamy,79,77.33,55
Shikhar Dhawan,293,48.57,142.52,2,RR,Eden Gardens,102,38.75,41
Ajinkya Rahane,222,30.27,128.17,4,GT,Narendra Modi,18,76.49,67
Andre Russell,271,21.7,121.08,7,DC,Chinnaswamy,114,57.84,30
Jonny Bairstow,208,40.44,126.24,3,LSG,DY Patil,98,39.49,47
Sarfaraz Khan,69,20.85,129.11,3,CSK,Chinnaswamy,38,85.72,53
Ben Stokes,178,20.43,117.03,1,CSK,Arun Jaitley,80,15.21,20
David Miller,174,25.35,131.29,7,PBKS,DY Patil,73,52.82,37
Tim David,52,30.49,178.56,4,MI,Chinnaswamy,38,41.33,45
Deepak Hooda,266,32.44,146.0,5,SRH,Narendra Modi,52,56.66,43
Ruturaj Gaikwad,194,27.04,153.54,6,PBKS,Chinnaswamy,58,74.43,43
Prithvi Shaw,156,31.59,128.03,7,GT,Wankhede,85,24.62,21
Tim David,11,26.3,104.87,7,LSG,Eden Gardens,118,87.25,53
Heinrich Klaasen,28,51.05,150.93,4,RCB,Arun Jaitley,39,41.23,43
Suyash Sharma,182,26.03,133.39,4,MI,DY Patil,18,53.45,51
Nicholas Pooran,149,31.49,115.45,5,RCB,M. A. Chidambaram,92,14.74,38
Quinton de Kock,224,41.12,146.39,3,KKR,Arun Jaitley,57,79.75,57
Dinesh Karthik,160,42.86,151.33,5,LSG,Eden Gardens,50,30.65,35
Harpreet Singh,72,41.73,138.38,5,SRH,M. A. Chidambaram,81,10.55,32
Quinton de Kock,44,45.71,123.1,7,LSG,Arun Jaitley,80,75.97,75
MS Dhoni,177,37.89,128.35,7,KKR,Chinnaswamy,1,53.14,50
Moeen Ali,168,51.99,178.54,1,GT,M. A. Chidambaram,95,86.76,71
Jonny Bairstow,228,48.08,143.83,5,GT,Wankhede,31,65.0,68
KS Bharat,48,47.3,147.62,7,MI,Chinnaswamy,35,65.68,69
Rinku Singh,107,52.63,138.48,7,RR,M. A. Chidambaram,25,39.37,56
Josh Inglis,112,49.5,169.33,6,GT,Arun Jaitley,12,49.18,63
Will Jacks,216,25.97,152.15,4,PBKS,DY Patil,70,44.53,34
David Miller,212,29.56,179.96,1,KKR,Wankhede,74,59.94,55
Noor Ahmad,151,44.2,157.05,3,DC,DY Patil,111,40.63,39
Kyle Mayers,296,24.31,124.75,5,CSK,Eden Gardens,95,32.76,39
Shubman Gill,60,26.12,102.3,7,DC,M. A. Chidambaram,18,63.16,51
Riyan Parag,100,30.17,126.5,7,SRH,Narendra Modi,41,73.43,47
Yashasvi Jaiswal,72,39.0,169.78,4,KKR,Arun Jaitley,59,49.69,55
Yashasvi Jaiswal,100,21.12,110.22,6,GT,M. A. Chidambaram,48,25.54,20
Jason Roy,254,31.94,172.3,3,GT,Eden Gardens,72,58.89,52
Dawid Malan,219,21.79,166.74,4,GT,M. A. Chidambaram,58,18.53,29
Riyan Parag,55,49.92,111.18,1,PBKS,M. A. Chidambaram,64,56.3,66
Jos Buttler,150,29.55,109.14,1,LSG,Arun Jaitley,70,38.38,30
Marcus Stoinis,266,53.48,143.95,5,KKR,M. A. Chidambaram,40,71.08,62
Rohit Sharma,62,37.02,126.66,2,RCB,Narendra Modi,78,31.43,47
Rinku Singh,70,45.92,163.42,5,RCB,M. A. Chidambaram,14,15.07,27
Glenn Maxwell,45,26.88,134.26,2,KKR,Eden Gardens,43,45.27,34
Shahrukh Khan,291,34.24,106.92,6,RCB,Wankhede,107,45.26,51
Shubman Gill,107,37.55,152.0,6,KKR,M. A. Chidambaram,9,54.33,37
Kyle Mayers,187,32.87,156.15,3,RR,Narendra Modi,17,64.03,44
Glenn Maxwell,50,40.84,154.48,4,RCB,Arun Jaitley,111,41.61,32
Harry Brook,41,35.62,147.97,1,MI,Arun Jaitley,112,85.82,52
Devdutt Padikkal,197,39.51,127.71,5,KKR,DY Patil,10,22.22,43
Nicholas Pooran,210,47.13,129.02,4,SRH,Eden Gardens,91,14.93,24
Noor Ahmad,285,32.22,117.79,1,CSK,Chinnaswamy,70,24.24,33
MS Dhoni,126,22.91,151.12,1,SRH,Wankhede,93,61.5,55
Prithvi Shaw,140,44.7,121.74,3,CSK,Wankhede,81,17.61,21
Rinku Singh,61,40.48,170.21,4,DC,Wankhede,69,33.19,38
Sam Curran,272,52.48,142.31,3,GT,M. A. Chidambaram,116,34.67,39
KL Rahul,226,47.66,148.57,6,DC,Chinnaswamy,81,43.58,53
Will Jacks,206,29.86,112.47,2,SRH,M. A. Chidambaram,71,28.09,42
Heinrich Klaasen,15,20.49,108.28,1,RCB,Eden Gardens,41,59.2,34
Cameron Green,99,49.87,112.9,2,RR,Eden Gardens,110,17.99,45
Abhishek Sharma,223,42.19,119.74,7,RCB,M. A. Chidambaram,116,53.11,55
Abhishek Sharma,195,26.2,100.97,3,DC,Chinnaswamy,39,87.45,64
Shahrukh Khan,154,49.14,157.92,3,SRH,Eden Gardens,55,41.48,54
Venkatesh Iyer,74,26.5,117.17,7,KKR,Chinnaswamy,45,13.31,35
Noor Ahmad,229,43.29,135.42,5,CSK,M. A. Chidambaram,117,15.94,44
David Warner,90,22.78,152.63,1,CSK,Narendra Modi,35,16.72,34
Suryakumar Yadav,13,44.87,167.13,5,GT,Narendra Modi,73,69.03,54
Moeen Ali,251,26.07,122.85,1,CSK,Chinnaswamy,3,39.87,43
KL Rahul,173,22.55,151.84,2,RCB,Eden Gardens,1,82.42,45
Tilak Varma,105,30.11,110.89,6,DC,DY Patil,104,15.52,17
Ravindra Jadeja,37,35.55,133.69,7,PBKS,Wankhede,74,61.49,42
Shubman Gill,137,42.62,164.72,2,RR,Arun Jaitley,94,76.48,52
Shubman Gill,11,25.25,121.42,3,CSK,Narendra Modi,41,42.83,28
Sanju Samson,13,49.86,111.52,6,CSK,Wankhede,41,27.48,39
MS Dhoni,201,39.96,177.96,3,LSG,Wankhede,117,87.4,71
Shahrukh Khan,131,52.43,164.92,6,SRH,Chinnaswamy,2,32.49,41
Sanju Samson,118,52.54,157.18,4,SRH,Narendra Modi,118,75.83,64
Kane Williamson,193,51.3,137.1,4,MI,Chinnaswamy,71,48.95,45
David Warner,110,26.25,113.58,5,MI,Arun Jaitley,74,47.88,40
Sanju Samson,58,48.18,165.27,3,KKR,Narendra Modi,91,20.6,46
Sanju Samson,75,36.99,166.39,7,MI,Narendra Modi,114,85.96,61
Tim David,115,44.31,162.37,2,KKR,Eden Gardens,93,43.13,37
Shahrukh Khan,95,28.69,113.29,4,DC,M. A. Chidambaram,87,54.15,40
Glenn Maxwell,271,39.81,120.28,7,LSG,Arun Jaitley,116,12.03,41
Abhishek Sharma,266,37.46,179.29,3,RR,Narendra Modi,66,32.42,29
Glenn Maxwell,250,20.95,178.97,6,KKR,DY Patil,67,14.63,12
Manish Pandey,239,28.45,128.37,3,MI,Arun Jaitley,85,31.78,36
Shivam Dube,102,36.77,155.59,4,MI,Eden Gardens,97,80.71,55
Ben Stokes,76,52.4,171.21,6,LSG,Eden Gardens,15,40.21,47
Tilak Varma,54,20.63,120.51,1,KKR,M. A. Chidambaram,32,20.81,15
Ruturaj Gaikwad,290,47.73,141.39,3,GT,M. A. Chidambaram,120,35.94,33
Ruturaj Gaikwad,138,28.39,119.75,3,RCB,Eden Gardens,102,28.79,32
Devon Conway,56,21.36,137.04,2,GT,DY Patil,112,36.0,27
Jitesh Sharma,262,48.98,149.03,2,DC,DY Patil,105,29.36,45
KS Bharat,71,22.61,119.7,4,GT,DY Patil,27,58.48,53
Shivam Dube,191,53.27,117.52,3,MI,DY Patil,45,30.54,50
Andre Russell,25,38.91,120.36,6,KKR,Narendra Modi,114,77.33,53
Travis Head,41,33.36,123.88,1,GT,Narendra Modi,112,86.05,68
Shubman Gill,119,42.67,154.21,1,SRH,Narendra Modi,32,50.95,38
Harry Brook,74,30.28,168.81,5,GT,Chinnaswamy,101,14.27,34
Axar Patel,89,43.56,152.9,6,SRH,Narendra Modi,86,46.54,46
Matthew Wade,233,26.13,147.43,7,CSK,Arun Jaitley,101,23.46,31
Kane Williamson,31,45.91,144.09,5,MI,Arun Jaitley,74,39.64,39
Yashasvi Jaiswal,258,39.21,125.34,4,SRH,Chinnaswamy,87,71.83,62
Devdutt Padikkal,170,23.08,128.0,7,RCB,Wankhede,1,66.73,36
Heinrich Klaasen,143,51.39,150.01,6,MI,Narendra Modi,2,43.05,56
Abhishek Sharma,128,51.47,165.72,6,RR,Eden Gardens,33,59.23,52
Ajinkya Rahane,164,28.95,157.37,3,LSG,Wankhede,89,16.21,23
Shikhar Dhawan,104,54.48,136.48,5,GT,M. A. Chidambaram,92,65.94,56
Cameron Green,279,47.61,162.17,6,PBKS,Chinnaswamy,1,60.18,56
Jos Buttler,146,49.33,131.37,3,RR,M. A. Chidambaram,90,61.62,58
Suyash Sharma,216,53.43,177.73,1,SRH,Arun Jaitley,46,53.04,58
Yashasvi Jaiswal,241,50.18,111.45,4,KKR,Eden Gardens,72,53.41,67
Ravindra Jadeja,157,34.13,106.67,3,PBKS,Chinnaswamy,43,17.95,19
Axar Patel,61,22.03,170.77,4,RCB,M. A. Chidambaram,47,27.44,16
David Warner,270,25.64,129.88,7,CSK,Eden Gardens,12,34.79,44
Marcus Stoinis,227,30.13,133.27,5,RCB,DY Patil,107,79.95,60
Harpreet Singh,88,27.74,130.31,2,SRH,Arun Jaitley,28,84.04,47
Shreyas Iyer,293,47.23,125.04,6,RR,Chinnaswamy,84,45.13,46
Shivam Dube,53,41.33,168.21,3,CSK,Chinnaswamy,22,10.9,28
Suyash Sharma,212,46.43,102.21,4,LSG,Wankhede,0,42.21,49
Shivam Dube,234,43.14,119.0,3,RR,M. A. Chidambaram,2,25.22,39
Jason Roy,92,32.65,116.39,4,RCB,Chinnaswamy,114,69.17,52
Quinton de Kock,254,39.84,162.04,2,GT,Narendra Modi,48,16.74,29
Deepak Hooda,176,46.11,128.06,4,GT,Eden Gardens,51,36.81,47
Manish Pandey,53,48.19,107.92,5,RR,Chinnaswamy,25,39.73,56
Nitish Rana,252,27.74,126.0,4,DC,Arun Jaitley,9,41.71,44
Shivam Dube,289,30.88,167.84,7,RR,Chinnaswamy,34,61.31,37
Shivam Dube,202,25.29,115.43,1,DC,Arun Jaitley,112,27.08,21
Axar Patel,178,39.87,138.37,4,DC,Wankhede,119,19.51,34
Rohit Sharma,96,49.08,174.22,1,MI,DY Patil,7,72.44,60
Cameron Green,205,31.1,173.71,1,KKR,Narendra Modi,80,31.99,31
Travis Head,216,47.16,175.99,5,SRH,M. A. Chidambaram,91,41.29,49
Ruturaj Gaikwad,255,37.8,110.21,3,CSK,Wankhede,40,56.98,45
Deepak Hooda,275,53.63,150.79,4,DC,Narendra Modi,51,54.99,65
Jos Buttler,42,31.07,100.09,4,RR,Narendra Modi,14,58.82,54
Axar Patel,131,41.94,174.25,4,MI,M. A. Chidambaram,48,88.64,73
Pat Cummins,57,45.58,124.82,7,RCB,Wankhede,6,79.59,65
Jos Buttler,58,27.55,177.93,4,CSK,Arun Jaitley,21,88.78,69
Yashasvi Jaiswal,131,21.85,102.68,2,PBKS,Arun Jaitley,70,33.2,25
David Warner,235,42.28,108.6,7,KKR,DY Patil,79,28.51,32
Ajinkya Rahane,195,32.17,141.66,2,MI,Narendra Modi,23,74.07,66
Tilak Varma,211,43.58,110.57,5,GT,Arun Jaitley,11,74.83,55
Ravindra Jadeja,277,27.84,154.63,7,CSK,Narendra Modi,105,14.17,19
Noor Ahmad,83,39.13,117.44,3,GT,Chinnaswamy,60,15.22,34
Dawid Malan,280,53.46,119.26,5,DC,Eden Gardens,114,61.61,58
Shivam Dube,279,22.15,131.06,4,LSG,Arun Jaitley,69,70.79,52
Ben Stokes,276,21.27,155.9,6,PBKS,Arun Jaitley,93,60.82,39
Rilee Rossouw,175,26.52,149.15,1,CSK,Narendra Modi,9,30.69,36
Axar Patel,147,49.85,175.24,4,SRH,Chinnaswamy,31,31.69,43
Suryakumar Yadav,172,23.63,171.61,6,RR,Narendra Modi,79,24.15,16
Matthew Wade,92,45.96,167.71,2,LSG,Narendra Modi,90,77.56,53
Kyle Mayers,208,27.1,168.65,6,DC,Eden Gardens,27,60.23,48
Abhishek Sharma,84,44.41,132.63,4,SRH,Arun Jaitley,72,81.28,78
Jason Roy,61,25.95,169.18,2,KKR,Chinnaswamy,34,43.89,39
Mayank Agarwal,145,53.48,165.8,1,DC,Eden Gardens,89,75.19,65
Shikhar Dhawan,143,47.98,107.15,1,GT,Wankhede,90,45.08,61
Faf du Plessis,243,20.46,153.83,7,MI,M. A. Chidambaram,58,18.69,25
Kyle Mayers,268,27.71,151.33,6,RCB,Narendra Modi,60,87.75,49
Hardik Pandya,83,45.66,179.14,1,RCB,Wankhede,10,88.99,76
Will Jacks,289,50.91,119.98,4,KKR,Arun Jaitley,36,20.03,26
Devdutt Padikkal,238,26.23,123.32,3,RR,Wankhede,86,31.84,26
Shivam Dube,182,24.06,150.75,2,GT,M. A. Chidambaram,9,70.67,51
Rilee Rossouw,30,25.94,109.61,5,KKR,Narendra Modi,93,55.34,35
Shahrukh Khan,148,53.13,114.92,6,PBKS,Arun Jaitley,68,64.93,66
Suyash Sharma,214,41.96,150.22,3,MI,Narendra Modi,26,48.07,46
Ruturaj Gaikwad,284,45.89,138.07,2,DC,Narendra Modi,61,62.57,54
Chetan Sakariya,44,49.47,149.55,1,DC,Arun Jaitley,44,89.05,61
Liam Livingstone,66,36.28,137.53,2,PBKS,Arun Jaitley,20,82.19,74
Mayank Agarwal,169,36.0,168.36,6,RCB,Narendra Modi,77,26.68,22
Rohit Sharma,215,41.87,118.47,3,PBKS,Wankhede,6,41.68,46
Shikhar Dhawan,167,54.63,143.73,7,LSG,M. A. Chidambaram,40,69.92,58
Rahmanullah Gurbaz,77,53.58,124.55,7,MI,Wankhede,41,12.45,38
Moeen Ali,202,52.79,172.06,2,SRH,Narendra Modi,20,64.51,69
Jonny Bairstow,130,35.5,120.61,4,RCB,Wankhede,99,87.17,60
KS Bharat,175,37.41,102.84,6,PBKS,Eden Gardens,39,40.51,39
Will Jacks,62,25.56,179.18,2,PBKS,Arun Jaitley,9,73.42,51
KS Bharat,299,36.92,117.09,2,KKR,DY Patil,38,87.82,73
Harry Brook,91,22.3,171.91,4,CSK,Eden Gardens,15,59.77,31
Sanju Samson,28,32.49,140.95,4,KKR,DY Patil,78,21.36,31
Dinesh Karthik,229,33.81,114.75,3,RCB,Narendra Modi,94,69.99,45
Prithvi Shaw,287,32.38,177.84,5,RCB,Eden Gardens,91,13.18,19
Ajinkya Rahane,63,28.19,101.62,7,RR,M. A. Chidambaram,64,23.48,18
Kyle Mayers,248,21.82,166.57,4,KKR,Arun Jaitley,1,78.96,43
Quinton de Kock,107,38.2,126.08,1,SRH,Narendra Modi,12,29.73,36
Liam Livingstone,77,46.72,124.92,6,MI,Arun Jaitley,71,11.27,38
Rohit Sharma,11,51.2,146.59,7,RR,M. A. Chidambaram,77,68.94,75
Liam Livingstone,134,41.86,116.47,4,KKR,Narendra Modi,120,31.66,33
Shahrukh Khan,250,46.09,130.73,3,PBKS,Chinnaswamy,87,33.96,34
Prithvi Shaw,49,43.28,177.66,5,LSG,Eden Gardens,36,47.3,43
Glenn Maxwell,63,30.24,142.91,5,GT,M. A. Chidambaram,35,55.21,58
Glenn Maxwell,32,28.46,170.23,5,MI,Wankhede,18,53.57,51
Ruturaj Gaikwad,164,25.75,113.11,1,MI,Narendra Modi,72,75.02,44
Suyash Sharma,73,45.64,127.09,3,KKR,Arun Jaitley,113,52.0,49
Quinton de Kock,295,33.91,100.81,6,SRH,Chinnaswamy,16,74.72,48
Jonny Bairstow,198,39.47,141.14,5,LSG,Eden Gardens,19,30.93,29
Deepak Hooda,220,40.66,110.6,1,KKR,Narendra Modi,87,39.87,53
